"AnalysisName"	"AnalysisPath"	"AnalyteId"	"AnalyteName"	"RegisterNumber"	"Elemental Composition"	"PMI"	"m/z"	"expected m/z"	"Error [ppm]"	"Error [Da]"	"Error [mDa]"	"Resolution m/z"	"Area"	"Height"	"mSigma"	"Score"	"IdendificationStatus"	"Retention Time[min]"	"Expected Retention Time[min]"	"Delta RT[min]"	"Status"	"Quantity"	"Adduct"	"SigmaScore"	"MassErrorScore"	"RetentionTimeScore"	"QualifierScore"	"CompoundId"	"SampleType"	"Marked"	"Internal Standard(ISTD)"	"Internal Standard Retention Time[min]"	"ISTD Area"	"ISTD Height"	"RRT"	"relative Area"	"relative Height"	"Signal/Noise"	"Compound Status"	"cdrChromatogramProperties"	"cdrSpectrumId"	"m/z calibration StdDev."	"Expected Quantity"	"Injection Volume"	"Manually Integrated;"	"SigmaScoreString"	"MassErrorScoreString"	"RetentionTimeScoreString"	"DiagnosticIonScoreString"	"Expected Qualifier Ions"	"Found Qualifier Ions"	"Expected Optional Ions"	"Found Optional Ions"	"Expected Mandatory Diagnostic Ions"	"Found Mandatory Diagnostic Ions"	"Unit of Quantity"	"Quantity w/ unit"	"Expected quantity w/ unit"	"Quantity below lowest calibration level"	"Quantity above highest calibration level"	"Reporting Limit Exceeded"	"Quality of Quantity"	"R2"	"Accuracy/Recovery[%]"	"AnalysisId"	"UserFlag"	"Ion Ratio Q1"	"Ion Ratio Q2"	"Ion Ratio Q3"	"Ion Ratio Q4"	"Ion Ratio Q5"	"Full Width Half Maximum Chromatographic Peak [s]"	"Residuals[%]"	"Internal standard used for calibration function calculation"	"AccuracyDeviation"	"Min R2"	"RecoveryDeviation"	"ELV"	"RL"	"ULOQ"	"LLOQ"	"DL"	" Sample Identifier"	"Ion Ratio Q"	"Error m/z Q0"	"Error m/z Q1"	"Error m/z Q2"	"Error m/z Q3"	"Error m/z Q4"	"Error m/z Q5"	"Q0 Label"	"Q1 Label"	"Q2 Label"	"Q3 Label"	"Q4 Label"	"Q5 Label"	"Review State"	"Visited"	"%RSD RF"	"Carry Over Limit"	"False Negative"	"Response Range"	"Retention Time Drift"	"Signal In Blank"	"Intensity"	"1/K0 [V*s/cm2]"	"Expected 1/K0 [V*s/cm2]"	"Area to height ratio indicates whether this is a real chromatographic peak."	"(A/H)max / (A/H)min"	"Area of mobilogram peak"	"CCS [A2]"	"Expected CCS [A2]"	"Combined CCS Score"	"FWHM mobilogram peak"	"MRCSQ Score"	"Absolute deviation CCS [A2]"	"Relative deviation CCS [%]"	"Deviation 1/K0 [V*s/cm2]"	"Relative deviation 1/K0[%]"	"instrumentName"	"instrumentSerialNumber"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"871e437b-663c-43b9-9b05-61ddac46c8bf"	"Tryptophan"	""	"C21H19N4O3^1+"	"M+nH"	"375.1453"	"375.1452"	"0.40"	"0.00015"	"0.15"	"36051.97"	"223791"	"65915"	"5.1"	"+++"	"3"	"4.71"	"4.70"	"0.01"	"VALID"	"217.629"	"I"	"2"	"2"	"2"	"255"	"49d9f92c-75d4-42ba-987f-93d5f376f371"	"CALIBRANT"	"no"	"Tryptophan-13C11,15N2"	"4.71"	"12309"	"3597"	"1.00"	"18.182"	"18.326"	"11943"	"VALID"	""	""	""	"200.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"2"	"2"	"1"	"1"	"units"	"217.629 units"	"200.000 units"	""	""	""	"IN_BATCH"	"0.9929"	"108.81"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"3.11"	"8.81"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.151"	"-0.272"	"-0.125"	""	""	""	"M+nH"	"171.055"	"188.0705"	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"65915"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"c0ea0599-b74e-41b2-8e7f-5d437651848c"	"Tryptophan-13C11,15N2 [IS]"	""	"C10^13C11H19N2^15N2O3^1+"	"M+nH"	"388.1762"	"388.1761"	"0.07"	"0.00003"	"0.03"	"31347.11"	"12309"	"3597"	"7.3"	"+++"	"3"	"4.71"	"4.70"	"0.01"	"VALID"	"0.858"	"I"	"2"	"2"	"2"	"255"	"651f86df-acee-4219-ac38-30cb90838e38"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"1179"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.858 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.8253"	"85.79"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"3.14"	"-14.21"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.029"	"-0.272"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3597"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"67efa4c8-90fa-4171-91fb-37162702492f"	"Tyrosine"	""	"C19H18N3O4^1+"	"M+nH"	"352.1294"	"352.1292"	"0.67"	"0.00024"	"0.24"	"35193.19"	"242341"	"72708"	"2.7"	"+++"	"3"	"3.43"	"3.44"	"-0.01"	"VALID"	"246.928"	"I"	"2"	"2"	"2"	"255"	"4734651e-b48d-4c22-9684-634e65ce94b9"	"CALIBRANT"	"no"	"Tyrosine-13C9,15N"	"3.43"	"12357"	"3789"	"1.00"	"19.611"	"19.187"	"27206"	"VALID"	""	""	""	"200.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"246.928 units"	"200.000 units"	""	""	""	"IN_BATCH"	"0.9980"	"123.46"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"3.04"	"23.46"	"1"	"RED"	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.235"	"-0.276"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"72708"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"259cf32a-aea5-4487-b512-1d4e4de49f8b"	"Tyrosine-13C9,15N [IS]"	""	"C10^13C9H18N2^15NO4^1+"	"M+nH"	"362.1564"	"362.1564"	"-0.04"	"-0.00002"	"-0.02"	"39695.88"	"12357"	"3789"	"767.8"	"---"	"0"	"3.43"	"3.44"	"-0.01"	"VALID"	"0.826"	"I"	"0"	"2"	"2"	"255"	"3a063f7c-de1c-4e94-8926-1040412b8fdf"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"794.1"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.826 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.8044"	"82.61"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"2.99"	"-17.39"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"0.016"	"-0.276"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3789"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"1f7e728e-9e99-41c5-b867-448efc3ecab5"	"Valine"	""	"C15H18N3O3^1+"	"M+nH"	"288.1347"	"288.1343"	"1.39"	"0.00040"	"0.40"	"32824.80"	"266379"	"79806"	"2.3"	"+++"	"3"	"3.64"	"3.65"	"-0.01"	"VALID"	"257.918"	"I"	"2"	"2"	"2"	"255"	"26e857cc-8ddb-42f1-83a1-1d9951e6d40d"	"CALIBRANT"	"no"	"Valine-13C5,15N"	"3.64"	"13106"	"3990"	"1.00"	"20.325"	"20.000"	"13682"	"VALID"	""	""	""	"200.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"257.918 units"	"200.000 units"	""	""	""	"IN_BATCH"	"0.9983"	"128.96"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"3.00"	"28.96"	"1"	"RED"	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.401"	"-0.297"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"79806"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"d1f7b7ec-b569-4bbe-9dd1-33ae8702d57b"	"Valine-13C5,15N [IS]"	""	"C10^13C5H18N2^15NO3^1+"	"M+nH"	"294.1487"	"294.1481"	"2.06"	"0.00061"	"0.61"	"30097.99"	"13106"	"3990"	"15.2"	"+"	"1"	"3.64"	"3.65"	"-0.01"	"VALID"	"0.752"	"I"	"1"	"2"	"2"	"255"	"da7cd373-a2b3-42e9-89f1-0efa37d66e25"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"804.4"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.752 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.6980"	"75.23"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"3.00"	"-24.77"	"0"	"RED"	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.606"	"-0.297"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3990"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"bff38c27-407f-4dbe-9a8f-e16a4a54c942"	"alpha-aminobutyric acid"	""	"C14H16N3O3^1+"	"M+nH"	"274.1190"	"274.1186"	"1.53"	"0.00042"	"0.42"	"32596.11"	"250333"	"100901"	"11.1"	"+++"	"3"	"3.10"	"3.10"	"-0.00"	"VALID"	"191.676"	"I"	"2"	"2"	"2"	"255"	"29f03b0d-e084-4724-8bbf-b98f015f5580"	"CALIBRANT"	"no"	"Proline-13C5,15N"	"2.81"	"17981"	"5441"	"1.10"	"13.922"	"18.546"	"1233"	"VALID"	""	""	""	"200.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"191.676 units"	"200.000 units"	""	""	""	"IN_BATCH"	"0.9962"	"95.84"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"2.22"	"-4.16"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.419"	"-0.244"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"101273"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"69714ce1-b192-43c4-82bb-2ac04d324883"	"beta-alanine"	""	"C13H14N3O3^1+"	"M+nH"	"260.1033"	"260.1030"	"1.36"	"0.00035"	"0.35"	"32291.14"	"312530"	"130228"	"3.2"	"+++"	"3"	"2.29"	"2.30"	"-0.01"	"VALID"	"219.747"	"I"	"2"	"2"	"2"	"255"	"88b38db3-5bff-43dc-bf32-cd695d074e79"	"CALIBRANT"	"no"	"beta-alanine-13C3,15N"	"2.28"	"19632"	"8655"	"1.00"	"15.919"	"15.046"	"1590"	"VALID"	""	""	""	"200.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"219.747 units"	"200.000 units"	""	""	""	"IN_BATCH"	"0.9910"	"109.87"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"2.16"	"9.87"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.352"	"-0.296"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"132330"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"a5f0fc2a-a8d9-40ea-a54a-abb0ceb1d232"	"beta-alanine-13C3,15N [IS]"	""	"C10^13C3H14N2^15NO3^1+"	"M+nH"	"264.1103"	"264.1101"	"0.94"	"0.00025"	"0.25"	"30892.85"	"19632"	"8637"	"13.2"	"+++"	"3"	"2.28"	"2.30"	"-0.02"	"VALID"	"0.827"	"I"	"2"	"2"	"2"	"255"	"6d90237f-833b-4b23-9279-a9b60c794690"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"105.5"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.827 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.7066"	"82.68"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"2.03"	"-17.32"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.249"	"-0.296"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"8655"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57.d"	"a29e8d9e-6049-4be9-8e1f-0fe87236629e"	"beta-aminoisobutyric acid"	""	"C14H16N3O3^1+"	"M+nH"	"274.1189"	"274.1186"	"1.17"	"0.00032"	"0.32"	"33185.29"	"300990"	"137654"	"5.1"	"+++"	"3"	"2.76"	"2.75"	"0.01"	"VALID"	"203.745"	"I"	"2"	"2"	"2"	"255"	"8e27541b-399f-4081-a50b-78d4c66a4198"	"CALIBRANT"	"no"	"Proline-13C5,15N"	"2.81"	"17981"	"5441"	"0.98"	"16.739"	"25.302"	"1681"	"VALID"	""	""	""	"200.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"203.745 units"	"200.000 units"	""	""	""	"IN_BATCH"	"0.9982"	"101.87"	"e736431d-4346-4826-a88f-eb66c1e16ac2"	""	""	""	""	""	""	"1.97"	"1.87"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL02_57"	""	"-0.320"	"-0.218"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"139274"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58.d"	"dc41a505-15ac-48d5-a247-52c24b330cff"	"1-methylhistidine"	""	"C17H18N5O3^1+"	"M+nH"	"340.1404"	"340.1404"	"-0.14"	"-0.00005"	"-0.05"	"35625.05"	"248664"	"105369"	"3.4"	"+++"	"3"	"2.74"	"2.77"	"-0.03"	"VALID"	"373.574"	"I"	"2"	"2"	"2"	"255"	"65e6f616-b050-4b99-a3d8-671499d4e1df"	"CALIBRANT"	"no"	"Arginine-13C6,15N4"	"2.74"	"5311"	"1463"	"1.00"	"46.816"	"72.028"	"2947"	"VALID"	""	""	""	"400.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"373.574 units"	"400.000 units"	""	""	""	"IN_BATCH"	"0.9940"	"93.39"	"5e6fb734-3643-4b4c-a77c-8758e64d8341"	""	""	""	""	""	""	"2.17"	"-6.61"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	""	"0.048"	""	""	""	""	""	"M+nH"	""	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"105445"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58.d"	"6b0189d2-2fb7-4ab1-b593-cb02860170d4"	"3-methylhistidine"	""	"C17H18N5O3^1+"	"M+nH"	"340.1403"	"340.1404"	"-0.27"	"-0.00009"	"-0.09"	"36421.26"	"146905"	"58362"	"9.3"	"+++"	"3"	"2.65"	"2.68"	"-0.03"	"VALID"	"390.326"	"I"	"2"	"2"	"2"	"255"	"1e4786a3-82d4-463d-8025-a8566ab2fe4e"	"CALIBRANT"	"no"	"Histidine-13C6,15N3"	"2.46"	"4432"	"1422"	"1.08"	"33.146"	"41.040"	"1434"	"VALID"	""	""	""	"400.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"390.326 units"	"400.000 units"	""	""	""	"IN_BATCH"	"0.9977"	"97.58"	"5e6fb734-3643-4b4c-a77c-8758e64d8341"	""	""	""	""	""	""	"2.33"	"-2.42"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	""	"0.092"	""	""	""	""	""	"M+nH"	""	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"58438"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58.d"	"673f763b-fcec-4f6b-972f-75afe9cdb84a"	"4--hydroxyproline"	""	"C15H16N3O4^1+"	"M+nH"	"302.1138"	"302.1135"	"0.95"	"0.00029"	"0.29"	"33991.50"	"507821"	"145125"	"6.8"	"+++"	"3"	"1.69"	"1.70"	"-0.01"	"VALID"	"355.335"	"I"	"2"	"2"	"2"	"255"	"57e73c6a-c07d-4947-bda3-583c2bba5397"	"CALIBRANT"	"no"	"Asparagine-13C4,15N2"	"1.98"	"14103"	"4263"	"0.86"	"36.007"	"34.042"	"22608"	"VALID"	""	""	""	"400.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"355.335 units"	"400.000 units"	""	""	""	"IN_BATCH"	"0.9974"	"88.83"	"5e6fb734-3643-4b4c-a77c-8758e64d8341"	""	""	""	""	""	""	"3.13"	"-11.17"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	""	"-0.287"	"-0.163"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"145125"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58.d"	"4db89dd3-b326-46eb-af82-c7f5dc98d941"	"Alanine"	""	"C13H14N3O3^1+"	"M+nH"	"260.1030"	"260.1030"	"0.31"	"0.00008"	"0.08"	"32585.93"	"483130"	"201081"	"10.1"	"+++"	"3"	"2.60"	"2.60"	"-0.00"	"VALID"	"375.006"	"I"	"2"	"2"	"2"	"255"	"82d4c5cf-9869-45da-96ad-b5a40b3459f6"	"CALIBRANT"	"no"	"Alanine-13C3,15N"	"2.60"	"17301"	"7792"	"1.00"	"27.925"	"25.805"	"2404"	"VALID"	""	""	""	"400.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"375.006 units"	"400.000 units"	""	""	""	"IN_BATCH"	"0.9958"	"93.75"	"5e6fb734-3643-4b4c-a77c-8758e64d8341"	""	""	""	""	""	""	"2.21"	"-6.25"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	""	"-0.081"	"-0.072"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"205912"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58.d"	"2ef28a61-03bf-4389-b435-6cd6292d7598"	"Alanine-13C3,15N [IS]"	""	"C10^13C3H14N2^15NO3^1+"	"M+nH"	"264.1101"	"264.1101"	"-0.02"	"-0.00001"	"-0.01"	"30631.52"	"17301"	"7678"	"6.2"	"+++"	"3"	"2.60"	"2.60"	"-0.00"	"VALID"	"0.867"	"I"	"2"	"2"	"2"	"255"	"02ed2469-bd00-47ce-bd8f-bdd8444bce2b"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"91.79"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.867 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.6985"	"86.67"	"5e6fb734-3643-4b4c-a77c-8758e64d8341"	""	""	""	""	""	""	"2.06"	"-13.33"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	""	"0.006"	"-0.072"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"7792"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58.d"	"c683bcdc-ddbd-4618-897c-0de1ce8c387a"	"Aminoadipic acid"	""	"C16H18N3O5^1+"	"M+nH"	"332.1240"	"332.1241"	"-0.30"	"-0.00010"	"-0.10"	"36046.57"	"202896"	"62419"	"5.3"	"+++"	"3"	"1.37"	"1.38"	"-0.01"	"VALID"	"410.261"	"I"	"2"	"2"	"2"	"255"	"993038f7-b885-4b10-88c7-6420d402528a"	"CALIBRANT"	"no"	"Serine-13C3,15N"	"2.03"	"12081"	"3623"	"0.67"	"16.795"	"17.228"	"1716"	"VALID"	""	""	""	"400.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"410.261 units"	"400.000 units"	""	""	""	"IN_BATCH"	"0.9916"	"102.57"	"5e6fb734-3643-4b4c-a77c-8758e64d8341"	""	""	""	""	""	""	"2.87"	"2.57"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL01_58"	""	"0.100"	"-0.057"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"62419"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
