"AnalysisName"	"AnalysisPath"	"AnalyteId"	"AnalyteName"	"RegisterNumber"	"Elemental Composition"	"PMI"	"m/z"	"expected m/z"	"Error [ppm]"	"Error [Da]"	"Error [mDa]"	"Resolution m/z"	"Area"	"Height"	"mSigma"	"Score"	"IdendificationStatus"	"Retention Time[min]"	"Expected Retention Time[min]"	"Delta RT[min]"	"Status"	"Quantity"	"Adduct"	"SigmaScore"	"MassErrorScore"	"RetentionTimeScore"	"QualifierScore"	"CompoundId"	"SampleType"	"Marked"	"Internal Standard(ISTD)"	"Internal Standard Retention Time[min]"	"ISTD Area"	"ISTD Height"	"RRT"	"relative Area"	"relative Height"	"Signal/Noise"	"Compound Status"	"cdrChromatogramProperties"	"cdrSpectrumId"	"m/z calibration StdDev."	"Expected Quantity"	"Injection Volume"	"Manually Integrated"	"SigmaScoreString"	"MassErrorScoreString"	"RetentionTimeScoreString"	"DiagnosticIonScoreString"	"Expected Qualifier Ions"	"Found Qualifier Ions"	"Expected Optional Ions"	"Found Optional Ions"	"Expected Mandatory Diagnostic Ions"	"Found Mandatory Diagnostic Ions"	"Unit of Quantity"	"Quantity w/ unit"	"Expected quantity w/ unit"	"Quantity below lowest calibration level"	"Quantity above highest calibration level"	"Reporting Limit Exceeded"	"Quality of Quantity"	"R2"	"Accuracy/Recovery[%]"	"AnalysisId"	"UserFlag"	"Ion Ratio Q1"	"Ion Ratio Q2"	"Ion Ratio Q3"	"Ion Ratio Q4"	"Ion Ratio Q5"	"Full Width Half Maximum Chromatographic Peak [s]"	"Residuals[%]"	"Internal standard used for calibration function calculation"	"AccuracyDeviation"	"Min R2"	"RecoveryDeviation"	"ELV"	"RL"	"ULOQ"	"LLOQ"	"DL"	" Sample Identifier"	"Ion Ratio Q"	"Error m/z Q0"	"Error m/z Q1"	"Error m/z Q2"	"Error m/z Q3"	"Error m/z Q4"	"Error m/z Q5"	"Q0 Label"	"Q1 Label"	"Q2 Label"	"Q3 Label"	"Q4 Label"	"Q5 Label"	"Review State"	"Visited"	"%RSD RF"	"Carry Over Limit"	"False Negative"	"Response Range"	"Retention Time Drift"	"Signal In Blank"	"Intensity"	"1/K0 [V*s/cm2]"	"Expected 1/K0 [V*s/cm2]"	"Area to height ratio"	"(A/H)max / (A/H)min"	"Area of mobilogram peak"	"CCS [A2]"	"Expected CCS [A2]"	"Combined CCS Score"	"FWHM mobilogram peak"	"MRCSQ Score"	"Absolute deviation CCS [A2]"	"Relative deviation CCS [%]"	"Deviation 1/K0 [V*s/cm2]"	"Relative deviation 1/K0[%]"	"Calibration function term"	"Q0 Height"	"Q1 Height"	"Q2 Height"	"Q3 Height"	"Q4 Height"	"Q5 Height"	"Q0 Area"	"Q1 Area"	"Q2 Area"	"Q3 Area"	"Q4 Area"	"Q5 Area"	"Acquisition Date"	"Reprocessing Date"	"Analyte Tags"	"Acquisition Method"	"Reprocessing Method"	"instrumentName"	"instrumentSerialNumber"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"789ae8ee-20d5-4a61-8900-d4fd4fad73bb"	"CDCA-d4 [IS]"	""	""	"(-) 395.5 > 395.3 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"165003"	"43033"	""	"++"	"2"	"8.34"	"8.35"	"-0.01"	"VALID"	"1.0"	""	"255"	"255"	"2"	"255"	"dd6faa5f-cd4b-4ed3-850d-771b3b2b0c71"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"295.7"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"0"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9950"	"97.19"	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	""	""	""	""	""	"3.55"	"-2.81"	"0"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 395.5 > 395.3 [20.0V]"	"(-) 395.5 > 348.9 [33.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	"RED"	"44223"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"169767x + 0.0"	"43033"	""	""	""	""	""	"165003"	""	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"8e0ab8b5-bd27-4a06-96c3-d67fe1d7d627"	"Chenodeoxycholic acid (CDCA)"	""	""	"(-) 391.3 > 331.1 [12.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"3671121"	"967732"	""	"++"	"2"	"8.36"	"8.35"	"0.01"	"VALID"	"634.9"	""	"255"	"255"	"2"	"255"	"a4004cf1-ddc6-4311-9477-711b995725cd"	"SAMPLE"	"no"	"CDCA-d4"	"8.34"	"165003"	"44223"	"1.00"	"22.249"	"21.883"	"2443"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"634.9 units"	""	""	""	""	"IN_BATCH"	"0.9977"	""	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	""	""	""	""	""	"3.52"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 391.3 > 331.1 [12.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"970370"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.03506x - 0.01464"	"967732"	""	""	""	""	""	"3671121"	""	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"2149ebce-df40-482a-a55a-d52f5152cbd6"	"Cholic acid (CA)"	""	""	"(-) 407.4 > 342.9 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"750648"	"195306"	""	"++"	"2"	"6.78"	"6.76"	"0.02"	"VALID"	"50.9"	""	"255"	"255"	"2"	"255"	"ebfc5067-a333-4880-aac1-47bf0b8ea5b7"	"SAMPLE"	"no"	"CA-d4"	"6.77"	"294845"	"74819"	"1.00"	"2.546"	"2.610"	"259.7"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"50.9 units"	""	""	""	""	"IN_BATCH"	"0.9968"	""	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	""	""	""	""	""	"3.74"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 407.4 > 342.9 [34.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"198505"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.05005x + 6.575E-4"	"195306"	""	""	""	""	""	"750648"	""	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"59cd0899-9d0e-4f6c-aee3-df429455a822"	"DCA-d4 [IS]"	""	""	"(-) 395.6 > 349.3 [30.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"40071"	"10351"	""	"---"	"0"	"8.62"	"8.79"	"-0.17"	"VALID"	"1.1"	""	"255"	"255"	"0"	"255"	"7c0fe0d5-9d26-4694-9831-2144f0058608"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"2856"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"1.1 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9801"	"109.90"	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	""	""	""	""	""	"3.68"	"9.90"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 395.6 > 349.3 [30.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"10353"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•|-|-|-"	""	""	""	""	"36463x + 0.0"	"10351"	""	""	""	""	""	"40071"	""	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"4ad4ebc7-48f2-48b5-91c9-4e2bab9b91b3"	"Deoxycholic acid (DCA)"	""	""	"(-) 391.3 > 331.1 [12.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"355137"	"85950"	""	"++"	"2"	"8.62"	"8.63"	"-0.01"	"VALID"	"21.1"	""	"255"	"255"	"2"	"255"	"97da8665-7e5e-4ebe-b6ae-651fac8c9602"	"SAMPLE"	"no"	"DCA-d4"	"8.62"	"40071"	"10353"	"1.00"	"8.863"	"8.302"	"116.6"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"21.1 units"	""	""	""	""	"IN_BATCH"	"0.9979"	""	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	""	""	""	""	""	"3.78"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 391.3 > 331.1 [12.0V]"	""	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"89030"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.4317x - 0.2510"	"85950"	""	""	""	""	""	"355137"	""	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"70258f79-ed18-4420-80c9-3030c8f72fcd"	"GCA-d4 [IS]"	""	""	"(-) 468.5 > 74.1 [38.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"114077"	"33647"	""	"---"	"0"	"5.84"	"5.88"	"-0.04"	"VALID"	"1.3"	""	"255"	"255"	"2"	"0"	"1133a3e8-d693-4055-a179-b05c7da43d40"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"4478"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"1.3 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.7907"	"129.43"	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	"0.187"	""	""	""	""	"3.23"	"29.43"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 468.5 > 74.1 [38.0V]"	"(-) 468.5 > 406.2 [36.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"33651"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"104885x + 0.0"	"33647"	"6299"	""	""	""	""	"114077"	"21676"	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"3d4f95e1-d81f-4084-b6ea-a9ede8ba7c99"	"GCDCA-d4 [IS]"	""	""	"(-) 502.6 > 80.1 [62.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"91836"	"26346"	""	"---"	"0"	"7.15"	"7.20"	"-0.05"	"VALID"	"1.2"	""	"255"	"255"	"2"	"0"	"fba64043-17a2-4928-b592-0ada21c2302b"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"4483"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"1.2 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9322"	"121.72"	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	"0.327"	""	""	""	""	"3.40"	"21.72"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 502.6 > 80.1 [62.0V]"	"(-) 502.6 > 107.1 [55.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"26348"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"101632x + 0.0"	"26346"	"8602"	""	""	""	""	"91836"	"31873"	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"1fa7de5a-e01b-4601-9614-caecd1ca07c6"	"GDCA-d4 [IS]"	""	""	"(-) 452.5 > 74.1 [35.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"165713"	"48026"	""	"---"	"0"	"7.38"	"7.44"	"-0.06"	"VALID"	"1.0"	""	"255"	"255"	"2"	"0"	"1fa5afe1-229a-4cba-9f0e-acb498eda055"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"1522"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"2"	"2"	"0"	"0"	"3"	"3"	"units"	"1.0 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9755"	"101.55"	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	"0.017"	"0.147"	""	""	""	"3.18"	"1.55"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	"0.000"	""	""	""	"(-) 452.5 > 74.1 [35.0V]"	"(-) 452.5 > 390.4 [35.0V]"	"(-) 452.5 > 408.3 [34.0V]"	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"48081"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"190537x + 0.0"	"48026"	"832"	"7051"	""	""	""	"165713"	"3616"	"24155"	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"c6a0e3fc-f11a-486e-b4e1-bcce6ea5515d"	"GLCA-d4 [IS]"	""	""	"(-) 436.5 > 74.1 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"258164"	"71336"	""	"---"	"0"	"8.41"	"8.33"	"0.08"	"VALID"	"0.9"	""	"255"	"255"	"2"	"0"	"7c7cc279-befc-40ad-b3ce-4963f9f72f02"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"2284"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"0.9 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9843"	"90.36"	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	"0.165"	""	""	""	""	"3.38"	"-9.64"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 436.5 > 74.1 [34.0V]"	"(-) 436.5 > 392.3 [33.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"71386"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"333672x + 0.0"	"71336"	"11799"	""	""	""	""	"258164"	"43355"	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"61034507-ac1a-4fa1-aba2-483370e8fe40"	"GUDCA-d4 [IS]"	""	""	"(-) 452.5 > 74.1 [35.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"135671"	"38523"	""	"++"	"2"	"5.00"	"5.05"	"-0.05"	"VALID"	"0.9"	""	"255"	"255"	"2"	"255"	"e4d95eb8-9e38-4544-97d3-ebdb51c1710f"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"2125800"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.9 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.7956"	"87.96"	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	"0.024"	""	""	""	""	"3.33"	"-12.04"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 452.5 > 74.1 [35.0V]"	"(-) 452.5 > 408.3 [34.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"38524"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"154242x + 0.0"	"38523"	"941"	""	""	""	""	"135671"	"3431"	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"59e59ee5-3778-4f55-8a2c-7cc3b0839894"	"Glycochnodeoxycholic acid (GCDCA)"	""	""	"(-) 448.3 > 74.1 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"3478669"	"989373"	""	"+"	"1"	"7.05"	"7.20"	"-0.15"	"VALID"	"142.7"	""	"255"	"255"	"1"	"255"	"7de66c0f-92a4-4640-a6a8-4d731d1f0b89"	"SAMPLE"	"no"	"GCDCA-d4"	"7.15"	"91836"	"26348"	"0.99"	"37.879"	"37.550"	"3132"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"142.7 units"	""	""	""	""	"IN_BATCH"	"0.9992"	""	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	""	""	""	""	""	"3.34"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 448.3 > 74.1 [34.0V]"	""	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"990829"	""	""	"4"	"1"	""	""	""	"-"	""	"-|••|-|-|-"	""	""	""	""	"0.2695x - 0.5639"	"989373"	""	""	""	""	""	"3478669"	""	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16936_044_87.d"	"ec3ee319-5183-4d23-beac-83fa93e3e6ea"	"Glycocholic acid (GCA)"	""	""	"(-) 464.3 > 74.1 [36.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"1375554"	"389570"	""	"++"	"2"	"5.85"	"5.88"	"-0.03"	"VALID"	"67.6"	""	"255"	"255"	"2"	"255"	"3171badf-6549-4718-811c-649c93bdfce0"	"SAMPLE"	"no"	"GCA-d4"	"5.84"	"114077"	"33651"	"1.00"	"12.058"	"11.577"	"2314"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"67.6 units"	""	""	""	""	"IN_BATCH"	"0.9935"	""	"c41bbe27-4aca-41ed-8d4c-0b795fc310d3"	""	""	""	""	""	""	"3.27"	""	"1"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 464.3 > 74.1 [36.0V]"	""	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"390424"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.1782x + 0.01500"	"389570"	""	""	""	""	""	"1375554"	""	""	""	""	""	"Thu Apr 20 07:43:38 AWST 2023"	"2023-04-21 08:43:18.719"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
